state,chamber,name,party_abb,twitter_handle,instagram_handle,Instagram_URL,List
Alabama,U.S. Senator,"Shelby, Richard",R,SenShelby,senatorshelby,https://www.instagram.com/senatorshelby,congress2022
Alabama,U.S. Senator,"Tuberville, Tommy",R,Ttuberville,sentuberville,https://www.instagram.com/sentuberville,congress2022
Alabama 1st District,U.S. Representative,"Carl, Jerry",R,RepJerryCarl,repjerrycarl,https://www.instagram.com/repjerrycarl,congress2022
Alabama 2nd District,U.S. Representative,"Moore, Barry",R,RepBarryMoore,barrymooreforcongress,https://www.instagram.com/barrymooreforcongress,congress2022
Alabama 3rd District,U.S. Representative,"Rogers, Mike",R,RepMikeRogers,repmikerogersal,https://www.instagram.com/repmikerogersal,congress2022
Alabama 4th District,U.S. Representative,"Aderholt, Robert",R,Robert_Aderholt,robert_aderholt,https://www.instagram.com/robert_aderholt,congress2022
Alabama 5th District,U.S. Representative,"Brooks, Mo",R,RepMoBrooks,,,
Alabama 6th District,U.S. Representative,"Palmer, Gary",R,USRepGaryPalmer,repgarypalmer,https://www.instagram.com/repgarypalmer,congress2022
Alabama 7th District,U.S. Representative,"Sewell, Terri A.",D,RepTerriSewell,repterriasewell,https://www.instagram.com/repterriasewell,congress2022
Alaska,U.S. Senator,"Sullivan, Dan",R,SenDanSullivan,sen_dansullivan,https://www.instagram.com/sen_dansullivan,congress2022
Alaska,U.S. Senator,"Murkowski, Lisa",R,lisamurkowski,senlisamurkowski,https://www.instagram.com/senlisamurkowski,congress2022
Alaska At-Large,U.S. Representative,"Young, Don",R,RepDonYoung,repdonyoung,https://www.instagram.com/repdonyoung,congress2022
Arizona,U.S. Senator,"Kelly, Mark",D,SenMarkKelly,enmarkkelly,https://www.instagram.com/enmarkkelly,congress2022
Arizona,U.S. Senator,"Sinema, Kyrsten",D,SenatorSinema,senatorsinema,https://www.instagram.com/senatorsinema,congress2022
Arizona 1st District,U.S. Representative,"O'Halleran, Tom",D,TomOHalleran,repohalleran,https://www.instagram.com/repohalleran,congress2022
Arizona 2nd District,U.S. Representative,"Kirkpatrick, Ann",D,RepKirkPatrick,RepAnnKirkpatrick,https://www.instagram.com/RepAnnKirkpatrick,congress2022
Arizona 3rd District,U.S. Representative,"Grijalva, Raul",D,RepRaulGrijalva,repraulgrijalva,https://www.instagram.com/repraulgrijalva,congress2022
Arizona 4th District,U.S. Representative,"Gosar, Paul A.",R,RepGosar,repgosar,https://www.instagram.com/repgosar,congress2022
Arizona 5th District,U.S. Representative,"Biggs, Andy",R,AndyBiggs4AZ,repandybiggs,https://www.instagram.com/repandybiggs,congress2022
Arizona 6th District,U.S. Representative,"Schweikert, David",R,RepDavid,repdavid,https://www.instagram.com/repdavid,congress2022
Arizona 7th District,U.S. Representative,"Gallego, Ruben",D,RepRubenGallego,reprubengallego,https://www.instagram.com/reprubengallego,congress2022
Arizona 8th District,U.S. Representative,"Lesko, Debbie",R,RepDLesko,replesko,https://www.instagram.com/replesko,congress2022
Arizona 9th District,U.S. Representative,"Stanton, Greg",D,RepGregStanton,repgregstanton,https://www.instagram.com/repgregstanton,congress2022
Arkansas,U.S. Senator,"Cotton, Tom",R,SenTomCotton,tomcottonar,https://www.instagram.com/tomcottonar,congress2022
Arkansas,U.S. Senator,"Boozman, John",R,JohnBoozman,johnboozman,https://www.instagram.com/johnboozman,congress2022
Arkansas 1st District,U.S. Representative,"Crawford, Rick",R,RepRickCrawford,reprickcrawford,https://www.instagram.com/reprickcrawford,congress2022
Arkansas 2nd District,U.S. Representative,"Hill, French",R,RepFrenchHill,repfrenchhill,https://www.instagram.com/repfrenchhill,congress2022
Arkansas 3rd District,U.S. Representative,"Womack, Steve",R,rep_stevewomack,rep_stevewomack,https://www.instagram.com/rep_stevewomack,congress2022
Arkansas 4th District,U.S. Representative,"Westerman, Bruce",R,RepWesterman,repwesterman,https://www.instagram.com/repwesterman,congress2022
California,U.S. Senator,"Feinstein, Dianne",D,SenFeinstein,,,
California,U.S. Senator,"Padilla, Alex",D,KamalaHarris,kamalaharris,https://www.instagram.com/kamalaharris,congress2022
California 1st District,U.S. Representative,"LaMalfa, Doug",R,RepLaMalfa,repdouglamalfa,https://www.instagram.com/repdouglamalfa,congress2022
California 2nd District,U.S. Representative,"Huffman, Jared",D,RepHuffman,rephuffman,https://www.instagram.com/rephuffman,congress2022
California 3rd District,U.S. Representative,"Garamendi, John",D,RepGaramendi,repgaramendi,https://www.instagram.com/repgaramendi,congress2022
California 4th District,U.S. Representative,"McClintock, Tom",R,RepMcClintock,,,
California 5th District,U.S. Representative,"Thompson, Mike",D,RepThompson,repmikethompson,https://www.instagram.com/repmikethompson,congress2022
California 6th District,U.S. Representative,"Matsui, Doris O.",D,DorisMatsui,repdorismatsui,https://www.instagram.com/repdorismatsui,congress2022
California 7th District,U.S. Representative,"Bera, Ami",D,RepBera,repbera,https://www.instagram.com/repbera,congress2022
California 8th District,U.S. Representative,"Obernolte, Jay",R,JayObernolte,repjayobernolte,https://www.instagram.com/repjayobernolte,congress2022
California 9th District,U.S. Representative,"McNerney, Jerry",D,RepMcNerney,,,
California 10th District,U.S. Representative,"Harder, Josh",D,RepJoshHarder,repjoshharder,https://www.instagram.com/repjoshharder,congress2022
California 11th District,U.S. Representative,"DeSaulnier, Mark",D,RepDeSaulnier,repdesaulnier,https://www.instagram.com/repdesaulnier,congress2022
California 12th District,U.S. Representative,"Pelosi, Nancy",D,SpeakerPelosi,speakerpelosi,https://www.instagram.com/speakerpelosi,congress2022
California 13th District,U.S. Representative,"Lee, Barbara",D,RepBarbaraLee,repbarbaralee,https://www.instagram.com/repbarbaralee,congress2022
California 14th District,U.S. Representative,"Speier, Jackie",D,RepSpeier,jackiespeier,https://www.instagram.com/jackiespeier,congress2022
California 15th District,U.S. Representative,"Swalwell, Eric",D,RepSwalwell,repswalwell,https://www.instagram.com/repswalwell,congress2022
California 16th District,U.S. Representative,"Costa, Jim",D,RepJimCosta,repjimcosta,https://www.instagram.com/repjimcosta,congress2022
California 17th District,U.S. Representative,"Khanna, Ro",D,RoKhannaUSA,reprokhanna,https://www.instagram.com/reprokhanna,congress2022
California 18th District,U.S. Representative,"Eshoo, Anna G.",D,RepAnnaEshoo,repannaeshoo,https://www.instagram.com/repannaeshoo,congress2022
California 19th District,U.S. Representative,"Lofgren, Zoe",D,RepZoeLofgren,,,
California 20th District,U.S. Representative,"Panetta, Jimmy",D,JimmyPanetta,repjimmypanetta,https://www.instagram.com/repjimmypanetta,congress2022
California 21st District,U.S. Representative,"Valadao, David",R,RepDavidValadao,repdavidvaladao,https://www.instagram.com/repdavidvaladao,congress2022
California 22nd District,U.S. Representative,Devin Nunes,R,devinnunes,realdevinnunes,https://www.instagram.com/realdevinnunes,congress2022
California 23rd District,U.S. Representative,"McCarthy, Kevin",R,GOPLeader,repkevinmccarthy,https://www.instagram.com/repkevinmccarthy,congress2022
California 24th District,U.S. Representative,"Carbajal, Salud",D,CarbajalSalud,repcarbajal,https://www.instagram.com/repcarbajal,congress2022
California 25th District,U.S. Representative,"Garcia, Mike",R,MikeGarcia2020,mikegarcia2020,https://www.instagram.com/mikegarcia2020,congress2022
California 26th District,U.S. Representative,"Brownley, Julia",D,RepBrownley,,,
California 27th District,U.S. Representative,"Chu, Judy",D,RepJudyChu,repjudychu,https://www.instagram.com/repjudychu,congress2022
California 28th District,U.S. Representative,"Schiff, Adam",D,RepAdamSchiff,repadamschiff,https://www.instagram.com/repadamschiff,congress2022
California 29th District,U.S. Representative,"Cárdenas, Tony",D,RepCardenas,RepCardenas,https://www.instagram.com/RepCardenas,congress2022
California 30th District,U.S. Representative,"Sherman, Brad",D,BradSherman,congressmansherman,https://www.instagram.com/congressmansherman,congress2022
California 31st District,U.S. Representative,"Aguilar, Pete",D,RepPeteAguilar,rep.peteaguilar,https://www.instagram.com/rep.peteaguilar,congress2022
California 32nd District,U.S. Representative,"Napolitano, Grace",D,gracenapolitano,repgracenapolitano,https://www.instagram.com/repgracenapolitano,congress2022
California 33rd District,U.S. Representative,"Lieu, Ted",D,RepTedLieu,reptedlieu,https://www.instagram.com/reptedlieu,congress2022
California 34th District,U.S. Representative,"Gomez, Jimmy",D,RepJimmyGomez,jimmygomezca,https://www.instagram.com/jimmygomezca,congress2022
California 35th District,U.S. Representative,"Torres, Norma",D,NormaJTorres,repnormatorres,https://www.instagram.com/repnormatorres,congress2022
California 36th District,U.S. Representative,"Ruiz, Raul",D,RepRaulRuizMD,RepRaulRuizMD,https://www.instagram.com/RepRaulRuizMD,congress2022
California 37th District,U.S. Representative,"Bass, Karen",D,RepKarenBass,repkarenbass,https://www.instagram.com/repkarenbass,congress2022
California 38th District,U.S. Representative,"Sánchez, Linda",D,RepLindaSanchez,replindasanchez,https://www.instagram.com/replindasanchez,congress2022
California 39th District,U.S. Representative,"Kim, Young",R,YoungKimCA,youngkimca,https://www.instagram.com/youngkimca,congress2022
California 40th District,U.S. Representative,"Roybal-Allard, Lucille",D,RepRoybalAllard,reproybalallard,https://www.instagram.com/reproybalallard,congress2022
California 41st District,U.S. Representative,"Takano, Mark",D,RepMarkTakano,repmarktakano,https://www.instagram.com/repmarktakano,congress2022
California 42nd District,U.S. Representative,"Calvert, Ken",R,KenCalvert,repkencalvert,https://www.instagram.com/repkencalvert,congress2022
California 43rd District,U.S. Representative,"Waters, Maxine",D,MaxineWaters,repmaxinewaters,https://www.instagram.com/repmaxinewaters,congress2022
California 44th District,U.S. Representative,"Barragan, Nanette",D,Nanette4CA,repbarragan,https://www.instagram.com/repbarragan,congress2022
California 45th District,U.S. Representative,"Porter, Katie",D,RepKatiePorter,repkatieporter,https://www.instagram.com/repkatieporter,congress2022
California 46th Division,U.S. Representative,"Correa, Lou",D,RepLouCorrea,reploucorrea,https://www.instagram.com/reploucorrea,congress2022
California 47th District,U.S. Representative,"Lowenthal, Alan",D,RepLowenthal,replowenthal,https://www.instagram.com/replowenthal,congress2022
California 48th District,U.S. Representative,"Steel, Michelle",R,MichelleSteelCA,michellesteelca,https://www.instagram.com/michellesteelca,congress2022
California 49th District,U.S. Representative,"Levin, Mike",D,RepMikeLevin,repmikelevin,https://www.instagram.com/repmikelevin,congress2022
California 50th District,U.S. Representative,"Issa, Darrell",R,DarrellIssa,darrellissa,https://www.instagram.com/darrellissa,congress2022
California 51st District,U.S. Representative,"Vargas, Juan",D,RepJuanVargas,repjuanvargas,https://www.instagram.com/repjuanvargas,congress2022
California 52nd District,U.S. Representative,"Peters, Scott",D,RepScottPeters,repscottpeters,https://www.instagram.com/repscottpeters,congress2022
California 53rd District,U.S. Representative,"Jacobs, Sara",D,SaraJacobsCA,sarajacobsca,https://www.instagram.com/sarajacobsca,congress2022
Colorado,U.S. Senator,"Bennet, Michael",D,MichaelBennet,senatorbennet,https://www.instagram.com/senatorbennet,congress2022
Colorado,U.S. Senator,"Hickenlooper, John",D,SenatorHick,senatorhick,https://www.instagram.com/senatorhick,congress2022
Colorado 1st District,U.S. Representative,"DeGette, Diana",D,RepDianaDeGette,repdianadegette,https://www.instagram.com/repdianadegette,congress2022
Colorado 2nd District,U.S. Representative,"Neguse, Joe",R,RepJoeNeguse,repjoeneguse,https://www.instagram.com/repjoeneguse,congress2022
Colorado 3rd District,U.S. Representative,"Boebert, Lauren",R,laurenboebert,repboebert,https://www.instagram.com/repboebert,congress2022
Colorado 4th District,U.S. Representative,"Buck, Ken",R,RepKenBuck,repkenbuc,https://www.instagram.com/repkenbuc,congress2022
Colorado 5th District,U.S. Representative,"Lamborn, Doug",R,RepDLamborn,douglamborn,https://www.instagram.com/douglamborn,congress2022
Colorado 6th District,U.S. Representative,"Crow, Jason",D,RepJasonCrow,repjasoncrow,https://www.instagram.com/repjasoncrow,congress2022
Colorado 7th District,U.S. Representative,"Perlmutter, Ed",D,RepPerlmutter,ed4colorado,https://www.instagram.com/ed4colorado,congress2022
Connecticut,U.S. Senator,"Murphy, Chris",D,ChrisMurphyCT,chrismurphyct,https://www.instagram.com/chrismurphyct,congress2022
Connecticut,U.S. Senator,"Blumenthal, Richard",D,SenBlumenthal,senblumenthal,https://www.instagram.com/senblumenthal,congress2022
Connecticut 1st District,U.S. Representative,"Larson, John B.",D,RepJohnLarson,repjohnblarson,https://www.instagram.com/repjohnblarson,congress2022
Connecticut 2nd District,U.S. Representative,"Courtney, Joe",D,RepJoeCourtney,repjoecourtney,https://www.instagram.com/repjoecourtney,congress2022
Connecticut 3rd District,U.S. Representative,"DeLauro, Rosa L.",D,rosadelauro,rosa_delauro,https://www.instagram.com/rosa_delauro,congress2022
Connecticut 4th District,U.S. Representative,"Himes, Jim",D,jahimes,repjimhimes,https://www.instagram.com/repjimhimes,congress2022
Connecticut 5th District,U.S. Representative,"Hayes, Jahana",D,RepJahanaHayes,repjahanahayes,https://www.instagram.com/repjahanahayes,congress2022
Delaware,U.S. Senator,"Coons, Chris",D,SenCoonsOffice,senatorchriscoons,https://www.instagram.com/senatorchriscoons,congress2022
Delaware,U.S. Senator,"Carper, Tom",D,SenatorCarper,senatorcarper,https://www.instagram.com/senatorcarper,congress2022
Delaware At-Large,U.S. Representative,"Blunt Rochester, Lisa",D,LisaBRochester,replbr,https://www.instagram.com/replbr,congress2022
Florida,U.S. Senator,"Rubio, Marco",R,marcorubio,marcorubio,https://www.instagram.com/marcorubio,congress2022
Florida,U.S. Senator,"Scott, Rick",R,ScottforFlorida,scottforflorida,https://www.instagram.com/scottforflorida,congress2022
Florida 1st District,U.S. Representative,"Gaetz, Matt",R,MattGaetz,repmattgaetz,https://www.instagram.com/repmattgaetz,congress2022
Florida 2nd District,U.S. Representative,"Dunn, Neal",R,DrNealDunnFL2,nealdunnforcongress,https://www.instagram.com/nealdunnforcongress,congress2022
Florida 3rd District,U.S. Representative,"Cammack, Kat",R,Kat_Cammack,katforcongress,https://www.instagram.com/katforcongress,congress2022
Florida 4th District,U.S. Representative,"Rutherford, John",R,JRutherfordFL,reprutherfordfl,https://www.instagram.com/reprutherfordfl,congress2022
Florida 5th District,U.S. Representative,"Lawson, Al",D,AlLawsonJr,allawsonjr,https://www.instagram.com/allawsonjr,congress2022
Florida 6th District,U.S. Representative,"Waltz, Michael",R,RepMichaelWaltz,repmichaelwaltz,https://www.instagram.com/repmichaelwaltz,congress2022
Florida 7th District,U.S. Representative,"Murphy, Stephanie",D,SMurphyCongress,repstephmurphy,https://www.instagram.com/repstephmurphy,congress2022
Florida 8th District,U.S. Representative,"Posey, Bill",R,congbillposey,,,
Florida 9th District,U.S. Representative,"Soto, Darren",D,RepDarrenSoto,repdarrensoto,https://www.instagram.com/repdarrensoto,congress2022
Florida 10th District,U.S. Representative,"Demings, Val",D,Val_Demings,chiefvaldemings,https://www.instagram.com/chiefvaldemings,congress2022
Florida 11th District,U.S. Representative,"Webster, Daniel",R,RepWebster,websterforcongress,https://www.instagram.com/websterforcongress,congress2022
Florida 12th District,U.S. Representative,"Bilirakis, Gus M.",R,RepGusBilirakis,gusbilirakis,https://www.instagram.com/gusbilirakis,congress2022
Florida 13th District,U.S. Representative,"Crist, Charlie",D,CharlieCrist,charliecris,https://www.instagram.com/charliecris,congress2022
Florida 14th District,U.S. Representative,"Castor, Kathy",D,USRepKCastor,usrepkathycastor,https://www.instagram.com/usrepkathycastor,congress2022
Florida 15th District,U.S. Representative,"Franklin, Scott",R,ScottFranklinFL,repfranklin,https://www.instagram.com/repfranklin,congress2022
Florida 16th District,U.S. Representative,"Buchanan, Vern",R,VernBuchanan,repvern,https://www.instagram.com/repvern,congress2022
Florida 17th District,U.S. Representative,"Steube, W. Gregory",R,RepGregSteube,repgregsteube,https://www.instagram.com/repgregsteube,congress2022
Florida 18th District,U.S. Representative,"Mast, Brian",R,BrianMastFL,brianmastfl,https://www.instagram.com/brianmastfl,congress2022
Florida 19th District,U.S. Representative,"Donalds, Bryron",R,ByronDonalds,byrondonalds,https://www.instagram.com/byrondonalds,congress2022
Florida 20th District,U.S. Representative,"Cherfilus-McCormick, Sheila",D,CongresswomanSC,sheilaforcongress,https://www.instagram.com/sheilaforcongress,congress2022
Florida 21st District,U.S. Representative,"Frankel, Lois",D,RepLoisFrankel,reploisfranke,https://www.instagram.com/reploisfranke,congress2022
Florida 22nd District,U.S. Representative,"Deutch, Ted",D,RepTedDeutch,repteddeutch,https://www.instagram.com/repteddeutch,congress2022
Florida 23rd District,U.S. Representative,"Wasserman Schultz, Debbie",D,RepDWStweets,repdws,https://www.instagram.com/repdws,congress2022
Florida 24th District,U.S. Representative,"Wilson, Frederica",D,RepWilson,repwilson,https://www.instagram.com/repwilson,congress2022
Florida 25th District,U.S. Representative,"Diaz-Balart, Mario",R,MarioDB,repmariodb,https://www.instagram.com/repmariodb,congress2022
Florida 26th District,U.S. Representative,"Giménez, Carlos",R,RepCarlos,carlosgimenezfl26,https://www.instagram.com/carlosgimenezfl26,congress2022
Florida 27th District,U.S. Representative,"Salazar, Maria Elvira",R,MaElviraSalazar,maelvirasalazar,https://www.instagram.com/maelvirasalazar,congress2022
Georgia,U.S. Senator,"Ossoff, Jon",D,ossoff,jonossoff,https://www.instagram.com/jonossoff,congress2022
Georgia,U.S. Senator,"Warnock, Raphael",D,ReverendWarnock,raphaelwarnock,https://www.instagram.com/raphaelwarnock,congress2022
Georgia 1st District,U.S. Representative,"Carter, Buddy",R,RepBuddyCarter,repbuddycarter,https://www.instagram.com/repbuddycarter,congress2022
Georgia 2nd District,U.S. Representative,"Bishop Jr., Sanford D.",D,SanfordBishop,repsanfordbishop,https://www.instagram.com/repsanfordbishop,congress2022
Georgia 3rd District,U.S. Representative,"Ferguson, Drew",R,DrewFergusonGA,repdrewferguson,https://www.instagram.com/repdrewferguson,congress2022
Georgia 4th District,U.S. Representative,"Johnson, Henry C. “Hank” Jr.",D,RepHankJohnson,rephankjohnson,https://www.instagram.com/rephankjohnson,congress2022
Georgia 5th District,U.S. Representative,"Williams, Nikema",D,NikemaWilliams,nikemaforcongress,https://www.instagram.com/nikemaforcongress,congress2022
Georgia 6th District,U.S. Representative,"McBath, Lucy",D,RepLucyMcBath,replucymcbath,https://www.instagram.com/replucymcbath,congress2022
Georgia 7th District,U.S. Representative,"Bourdeaux, Carolyn",D,RepBourdeaux,carolyn4congress,https://www.instagram.com/carolyn4congress,congress2022
Georgia 8th District,U.S. Representative,"Scott, Austin",R,AustinScottGA08,,,
Georgia 9th District,U.S. Representative,"Clyde, Andrew",R,,repclyde,https://www.instagram.com/repclyde,congress2022
Georgia 10th District,U.S. Representative,"Hice, Jody",R,CongressmanHice,rep_hice,https://www.instagram.com/rep_hice,congress2022
Georgia 11th District,U.S. Representative,"Loudermilk, Barry",R,RepLoudermilk,reploudermilk,https://www.instagram.com/reploudermilk,congress2022
Georgia 12th District,U.S. Representative,"Allen, Rick",R,RepRickAllen,rep_rickallen,https://www.instagram.com/rep_rickallen,congress2022
Georgia 13th District,U.S. Representative,"Scott, David",D,repdavidscott,repdavidscott,https://www.instagram.com/repdavidscott,congress2022
Georgia 14th District,U.S. Representative,"Greene, Marjorie Taylor",R,mtgreenee,realmarjoriegreene,https://www.instagram.com/realmarjoriegreene,congress2022
Hawaii,U.S. Senator,"Schatz, Brian",D,SenBrianSchatz,senbrianschatz,https://www.instagram.com/senbrianschatz,congress2022
Hawaii,U.S. Senator,"Hirono, Mazie",D,maziehirono,maziehirono,https://www.instagram.com/maziehirono,congress2022
Hawaii 1st District,U.S. Representative,"Case, Ed",D,RepEdCase,repedcase,https://www.instagram.com/repedcase,congress2022
Hawaii 2nd District,U.S. Representative,"Kahele, Kai",D,kaikahele,kaikahele,https://www.instagram.com/kaikahele,congress2022
Idaho,U.S. Senator,"Risch, Jim",R,SenatorRisch,,,
Idaho,U.S. Senator,"Crapo, Mike",R,MikeCrapo,mikecrapo,https://www.instagram.com/mikecrapo,congress2022
Idaho 1st District,U.S. Representative,"Fulcher, Russ",R,RepRussFulcher,reprussfulche,https://www.instagram.com/reprussfulche,congress2022
Idaho 2nd District,U.S. Representative,"Simpson, Mike",R,CongMikeSimpson,,,
Illinois,U.S. Senator,Tammy Duckwort,D,SenDuckworth,senduckworth,https://www.instagram.com/senduckworth,congress2022
Illinois,U.S. Senator,"Durbin, Richard",D,SenatorDurbin,durbincampaign,https://www.instagram.com/durbincampaign,congress2022
Illinois 1st District,U.S. Representative,"Rush, Bobby L.",D,RepBobbyRush,repbobbyrush,https://www.instagram.com/repbobbyrush,congress2022
Illinois 2nd District,U.S. Representative,"Kelly, Robin",D,RepRobinKelly,reprobinkelly,https://www.instagram.com/reprobinkelly,congress2022
Illinois 3rd District,U.S. Representative,"Newman, Marie",D,RepMarieNewman,repmarienewman,https://www.instagram.com/repmarienewman,congress2022
Illinois 4th District,U.S. Representative,"Garcia, Jesus “Chuy”",D,RepChuyGarcia,repchuygarcia,https://www.instagram.com/repchuygarcia,congress2022
Illinois 5th District,U.S. Representative,"Quigley, Mike",D,RepMikeQuigley,repmikequigley,https://www.instagram.com/repmikequigley,congress2022
Illinois 6th District,U.S. Representative,"Casten, Sean",D,RepCasten,repseancasten,https://www.instagram.com/repseancasten,congress2022
Illinois 7th District,U.S. Representative,"Davis, Danny K.",D,RepDannyDavis,repdannydavis,https://www.instagram.com/repdannydavis,congress2022
Illinois 8th District,U.S. Representative,"Krishnamoorthi, Raja",D,RajaForCongress,congressmanraja,https://www.instagram.com/congressmanraja,congress2022
Illinois 9th District,U.S. Representative,"Schakowsky, Jan",D,janschakowsky,janschakowsky,https://www.instagram.com/janschakowsky,congress2022
Illinois 10th District,U.S. Representative,"Schneider, Bradley",D,RepSchneider,repschneider,https://www.instagram.com/repschneider,congress2022
Illinois 11th District,U.S. Representative,"Foster, Bill",D,RepBillFoster,repbillfoster,https://www.instagram.com/repbillfoster,congress2022
Illinois 12th District,U.S. Representative,"Bost, Mike",R,RepBost,,,
Illinois 13th District,U.S. Representative,"Davis, Rodney",R,RodneyDavis,reprodneydavis,https://www.instagram.com/reprodneydavis,congress2022
Illinois 14th District,U.S. Representative,"Underwood, Lauren",D,RepUnderwood,repunderwood,https://www.instagram.com/repunderwood,congress2022
Illinois 15th District,U.S. Representative,"Miller, Mary",R,RepMaryMiller,MaryMillerForCongress,https://www.instagram.com/MaryMillerForCongress,congress2022
Illinois 16th District,U.S. Representative,"Kinzinger, Adam",R,RepKinzinger,,,
Illinois 17th District,U.S. Representative,"Bustos, Cheri",D,RepCheri,repcheri,https://www.instagram.com/repcheri,congress2022
Illinois 18th District,U.S. Representative,"LaHood,Darin",R,ElectLaHood,,,
Indiana,U.S. Senator,"Braun, Mike",R,Braun4Indiana,senatorbraun,https://www.instagram.com/senatorbraun,congress2022
Indiana,U.S. Senator,"Young, Todd",R,SenToddYoung,sentoddyoung,https://www.instagram.com/sentoddyoung,congress2022
Indiana 1st District,U.S. Representative,"Mrvan, Frank",D,RepMrvan,,,
Indiana 2nd District,U.S. Representative,"Walorski, Jackie",R,RepWalorski,jackiewalorski,https://www.instagram.com/jackiewalorski,congress2022
Indiana 3rd District,U.S. Representative,"Banks, Jim",R,Jim_Banks,repjimbanks,https://www.instagram.com/repjimbanks,congress2022
Indiana 4th District,U.S. Representative,"Baird, James",R,RepJimBaird,,,
Indiana 5th District,U.S. Representative,"Spartz, Victoria",R,Victoria_Spartz,Spartzforcongress,https://www.instagram.com/Spartzforcongress,congress2022
Indiana 6th District,U.S. Representative,"Pence, Greg",R,RepGregPence,repgregpence,https://www.instagram.com/repgregpence,congress2022
Indiana 7th District,U.S. Representative,"Carson, André",D,RepAndreCarson,repandrecarson,https://www.instagram.com/repandrecarson,congress2022
Indiana 8th District,U.S. Representative,"Bucshon, Larry",R,RepLarryBucshon,replarrybucshon,https://www.instagram.com/replarrybucshon,congress2022
Indiana 9th District,U.S. Representative,"Hollingsworth, Trey",R,VoteForTrey,rep_trey,https://www.instagram.com/rep_trey,congress2022
Iowa,U.S. Senator,"Grassley, Chuck",R,ChuckGrassley,senatorchuckgrassley,https://www.instagram.com/senatorchuckgrassley,congress2022
Iowa,U.S. Senator,Joni Ernst,R,SenJoniErnst,senjoniernst,https://www.instagram.com/senjoniernst,congress2022
Iowa 1st District,U.S. Representative,"Hinson, Ashley",R,RepAshleyHinson,hinsonforhouse,https://www.instagram.com/hinsonforhouse,congress2022
Iowa 2nd District,U.S. Representative,"Miller-Meeks, Mariannette",R,RepMMM,millermeeks,https://www.instagram.com/millermeeks,congress2022
Iowa 3rd District,U.S. Representative,"Axne, Cynthia",D,RepCindyAxne,repcindyaxne,https://www.instagram.com/repcindyaxne,congress2022
Iowa 4th District,U.S. Representative,"Feenstra, Randy",R,RandyFeenstra,feenstraforcongress,https://www.instagram.com/feenstraforcongress,congress2022
Kansas,U.S. Senator,"Marshall, Roger",R,RogerMarshallMD,rogermarshallmd,https://www.instagram.com/rogermarshallmd,congress2022
Kansas,U.S. Senator,"Moran, Jerry",R,JerryMoran,,,
Kansas 1st District,U.S. Representative,"Mann, Tracey",R,TraceyMannKS,,,
Kansas 2nd District,U.S. Representative,"LaTurner, Jake",R,JakeLaTurner,,,
Kansas 3rd District,U.S. Representative,"Davids, Sharice",D,sharicedavids,shariceforcongress,https://www.instagram.com/shariceforcongress,congress2022
Kansas 4th District,U.S. Representative,"Estes, Ron",R,RepRonEstes,repronestes,https://www.instagram.com/repronestes,congress2022
Kentucky,U.S. Senator,"Paul, Rand",R,RandPaul,drrandpaul,https://www.instagram.com/drrandpaul,congress2022
Kentucky,U.S. Senator,"McConnell, Mitch",R,McConnellPress,mcconnellpress,https://www.instagram.com/mcconnellpress,congress2022
Kentucky 1st District,U.S. Representative,"Comer, James",R,JamesComer,congressmancomer,https://www.instagram.com/congressmancomer,congress2022
Kentucky 2nd District,U.S. Representative,"Guthrie, S. Brett",R,RepGuthrie,repguthrie,https://www.instagram.com/repguthrie,congress2022
Kentucky 3rd District,U.S. Representative,"Yarmuth, John A.",D,RepJohnYarmuth,,,
Kentucky 4th District,U.S. Representative,"Massie, Thomas",R,RepThomasMassie,repthomasmassie,https://www.instagram.com/repthomasmassie,congress2022
Kentucky 5th District,U.S. Representative,"Rogers, Harold",R,RepHalRogers,rephalrogers,https://www.instagram.com/rephalrogers,congress2022
Kentucky 6th District,U.S. Representative,"Barr, Andy",R,RepAndyBarr,repandybarr,https://www.instagram.com/repandybarr,congress2022
Louisiana,U.S. Senator,"Kennedy, John",R,JohnKennedyLA,senjohnkennedy,https://www.instagram.com/senjohnkennedy,congress2022
Louisiana,U.S. Senator,"Cassidy, Bill",R,BillCassidy,,,
Louisiana 1st District,U.S. Representative,"Scalise, Steve",R,SteveScalise,stevescalise,https://www.instagram.com/stevescalise,congress2022
Louisiana 2nd District,U.S. Representative,"Richmond, Cedric",D,RepRichmond,cedric_richmond,https://www.instagram.com/cedric_richmond,congress2022
Louisiana 3rd District,U.S. Representative,"Higgins, Clay",R,CaptClayHIggins,repclayhiggins,https://www.instagram.com/repclayhiggins,congress2022
Louisiana 4th District,U.S. Representative,"Johnson, Mike",R,RepMikeJohnson,repmikejohnso,https://www.instagram.com/repmikejohnso,congress2022
Louisiana 5th District,U.S. Representative,"Letlow, Julia",R,jbletlow,repjulialetlow,https://www.instagram.com/repjulialetlow,congress2022
Louisiana 6th District,U.S. Representative,"Graves, Garret",R,RepGarretGraves,instagravesla,https://www.instagram.com/instagravesla,congress2022
Maine,U.S. Senator,Angus King,I,SenAngusKing,anguskingmaine,https://www.instagram.com/anguskingmaine,congress2022
Maine,U.S. Senator,"Collins, Susan",R,SenatorCollins,sensusancollins,https://www.instagram.com/sensusancollins,congress2022
Maine 1st District,U.S. Representative,"Pingree, Chellie",D,chelliepingree,chelliepingre,https://www.instagram.com/chelliepingre,congress2022
